POSTCODE,LGA_CODE_2024,LGA_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
5270,47630,Tatiara,1.0000000,Good,Good,0
5271,43360,Kingston (SA),0.0126213,Acceptable,Good,0
5271,45090,Naracoorte Lucindale,0.9443934,Good,Good,0
5271,47630,Tatiara,0.0416361,Good,Good,0
5271,48340,Wattle Range,0.0013492,Good,Good,1
5272,46860,Robe,0.0388003,Acceptable,Good,0
5272,45090,Naracoorte Lucindale,0.9590961,Good,Good,0
5272,48340,Wattle Range,0.0021037,Good,Good,1
5273,43360,Kingston (SA),0.1121358,Acceptable,Good,0
5273,45090,Naracoorte Lucindale,0.8878642,Good,Good,0
5275,43360,Kingston (SA),0.9321779,Acceptable,Good,0
5275,46860,Robe,0.0678221,Acceptable,Good,0
5276,46860,Robe,0.9847341,Acceptable,Good,0
5276,48340,Wattle Range,0.0152659,Good,Good,0
5277,42250,Grant,0.1531739,Acceptable,Good,0
5277,48340,Wattle Range,0.8468261,Good,Good,0
5278,42250,Grant,0.0438184,Acceptable,Good,0
5278,48340,Wattle Range,0.9561816,Good,Good,0
5279,45090,Naracoorte Lucindale,0.0018956,Good,Good,1
5279,48340,Wattle Range,0.9981044,Good,Good,0
5280,42250,Grant,0.0014591,Acceptable,Good,1
5280,46860,Robe,0.0031819,Acceptable,Good,1
5280,48340,Wattle Range,0.9953591,Good,Good,0
5290,44620,Mount Gambier,1.0000000,Good,Good,0
5291,42250,Grant,0.8066108,Acceptable,Good,0
5291,44620,Mount Gambier,0.1264456,Good,Good,0
5291,48340,Wattle Range,0.0669436,Good,Good,0
5301,47800,Coorong,0.6691147,Good,Good,0
5301,43080,Karoonda East Murray,0.0022964,Good,Good,1
5301,47290,Southern Mallee,0.3285888,Good,Good,0
5302,47290,Southern Mallee,0.9952650,Good,Good,0
5302,47630,Tatiara,0.0047350,Good,Good,1
5303,47290,Southern Mallee,1.0000000,Good,Good,0
5304,43790,Loxton Waikerie,0.0465823,Good,Good,0
5304,47290,Southern Mallee,0.9534177,Good,Good,0
5306,43080,Karoonda East Murray,1.0000000,Good,Good,0
5307,43080,Karoonda East Murray,0.9977024,Good,Good,0
5307,47290,Southern Mallee,0.0022976,Good,Good,1
5308,43080,Karoonda East Murray,0.9308657,Good,Good,0
5308,43790,Loxton Waikerie,0.0691343,Good,Good,0
5309,43080,Karoonda East Murray,1.0000000,Good,Good,0
5310,43080,Karoonda East Murray,0.8843198,Good,Good,0
5310,43790,Loxton Waikerie,0.1156802,Good,Good,0
5311,43790,Loxton Waikerie,1.0000000,Good,Good,0
5320,44210,Mid Murray,0.9484921,Acceptable,Good,0
5320,42110,Goyder,0.0000143,Good,Good,1
5320,43790,Loxton Waikerie,0.0514936,Good,Good,0
5321,44210,Mid Murray,1.0000000,Acceptable,Good,0
5322,43790,Loxton Waikerie,1.0000000,Good,Good,0
5330,44210,Mid Murray,0.0044758,Acceptable,Good,1
5330,40520,Berri Barmera,0.0158129,Good,Good,0
5330,43790,Loxton Waikerie,0.9773229,Good,Good,0
5330,49399,Unincorporated SA,0.0023885,Poor,Good,1
5331,43790,Loxton Waikerie,1.0000000,Good,Good,0
5332,43790,Loxton Waikerie,1.0000000,Good,Good,0
5333,43790,Loxton Waikerie,1.0000000,Good,Good,0
5340,46670,Renmark Paringa,1.0000000,Good,Good,0
5341,46670,Renmark Paringa,0.9998428,Good,Good,0
5341,49399,Unincorporated SA,0.0001572,Poor,Good,1
5342,40520,Berri Barmera,0.9972857,Good,Good,0
5342,49399,Unincorporated SA,0.0027143,Poor,Good,1
5343,40520,Berri Barmera,0.8987380,Good,Good,0
5343,43790,Loxton Waikerie,0.0008143,Good,Good,1
5343,46670,Renmark Paringa,0.0904624,Good,Good,0
5343,49399,Unincorporated SA,0.0099853,Poor,Good,1
5344,40520,Berri Barmera,1.0000000,Good,Good,0
5345,40520,Berri Barmera,0.9985668,Good,Good,0
5345,49399,Unincorporated SA,0.0014332,Poor,Good,1
5346,40520,Berri Barmera,1.0000000,Good,Good,0
5350,40310,Barossa,0.8609431,Acceptable,Good,0
5350,43650,Light,0.1390569,Poor,Good,0
5351,40120,Adelaide Hills,0.0003743,Acceptable,Good,1
5351,40310,Barossa,0.9960729,Acceptable,Good,0
5351,43650,Light,0.0035528,Poor,Good,1
5352,40310,Barossa,0.9567015,Acceptable,Good,0
5352,43650,Light,0.0432985,Poor,Good,0
5353,40310,Barossa,0.7576996,Acceptable,Good,0
5353,44210,Mid Murray,0.2423004,Acceptable,Good,0
5354,44210,Mid Murray,0.9633549,Acceptable,Good,0
5354,43080,Karoonda East Murray,0.0219676,Good,Good,0
5354,43790,Loxton Waikerie,0.0146776,Good,Good,0
5355,40310,Barossa,0.8861130,Acceptable,Good,0
5355,43650,Light,0.1138870,Poor,Good,0
5356,40310,Barossa,0.0057069,Acceptable,Good,1
5356,44210,Mid Murray,0.8880435,Acceptable,Good,0
5356,42110,Goyder,0.0222526,Good,Good,0
5356,43650,Light,0.0839969,Poor,Good,0
5357,44210,Mid Murray,0.7267175,Acceptable,Good,0
5357,43790,Loxton Waikerie,0.2732825,Good,Good,0
5360,43650,Light,1.0000000,Poor,Good,0
5371,43650,Light,1.0000000,Poor,Good,0
5372,43650,Light,1.0000000,Poor,Good,0
5373,43650,Light,1.0000000,Poor,Good,0
5374,44210,Mid Murray,0.0260766,Acceptable,Good,0
5374,42110,Goyder,0.9638949,Good,Good,0
5374,43650,Light,0.0100284,Poor,Good,0
5381,42110,Goyder,1.0000000,Good,Good,0
5400,43650,Light,1.0000000,Poor,Good,0
5401,48130,Wakefield,0.9369539,Acceptable,Good,0
5401,41140,Clare and Gilbert Valleys,0.0440122,Good,Good,0
5401,43650,Light,0.0190339,Poor,Good,0
5410,41140,Clare and Gilbert Valleys,0.8718558,Good,Good,0
5410,43650,Light,0.1281442,Poor,Good,0
5411,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5412,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5413,41140,Clare and Gilbert Valleys,0.9721735,Good,Good,0
5413,42110,Goyder,0.0278265,Good,Good,0
5414,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5415,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5416,41140,Clare and Gilbert Valleys,0.0722760,Good,Good,0
5416,42110,Goyder,0.9277240,Good,Good,0
5417,42110,Goyder,0.9768312,Good,Good,0
5417,49399,Unincorporated SA,0.0231688,Poor,Good,0
5418,42110,Goyder,1.0000000,Good,Good,0
5419,42110,Goyder,1.0000000,Good,Good,0
5420,42110,Goyder,0.8768848,Good,Good,0
5420,45120,Northern Areas,0.1231152,Good,Good,0
5421,42110,Goyder,1.0000000,Good,Good,0
5422,45400,Orroroo Carrieton,0.0061257,Acceptable,Good,1
5422,45120,Northern Areas,0.0366726,Good,Good,0
5422,45540,Peterborough,0.9572017,Good,Good,0
5431,45400,Orroroo Carrieton,0.8861086,Acceptable,Good,0
5431,44830,Mount Remarkable,0.0756367,Good,Good,0
5431,45120,Northern Areas,0.0318492,Good,Good,0
5431,49399,Unincorporated SA,0.0064056,Poor,Good,1
5432,45400,Orroroo Carrieton,0.6037084,Acceptable,Good,0
5432,41830,Flinders Ranges,0.2980362,Good,Good,0
5432,44830,Mount Remarkable,0.0229846,Good,Good,0
5432,49399,Unincorporated SA,0.0752709,Poor,Good,0
5433,41830,Flinders Ranges,0.9860452,Good,Good,0
5433,44830,Mount Remarkable,0.0129381,Good,Good,0
5433,49399,Unincorporated SA,0.0010167,Poor,Good,1
5434,41830,Flinders Ranges,0.7844698,Good,Good,0
5434,49399,Unincorporated SA,0.2155302,Poor,Good,0
5440,45540,Peterborough,0.0000545,Good,Good,1
5440,49399,Unincorporated SA,0.9999455,Poor,Good,0
5451,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5452,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5453,48130,Wakefield,0.0378950,Acceptable,Good,0
5453,41140,Clare and Gilbert Valleys,0.9621050,Good,Good,0
5454,45120,Northern Areas,1.0000000,Good,Good,0
5455,41140,Clare and Gilbert Valleys,1.0000000,Good,Good,0
5460,48130,Wakefield,0.8523574,Acceptable,Good,0
5460,40150,Adelaide Plains,0.1476426,Good,Good,0
5461,48130,Wakefield,0.9946332,Acceptable,Good,0
5461,41140,Clare and Gilbert Valleys,0.0053668,Good,Good,1
5462,48130,Wakefield,1.0000000,Acceptable,Good,0
5464,48130,Wakefield,0.6311986,Acceptable,Good,0
5464,41140,Clare and Gilbert Valleys,0.0488713,Good,Good,0
5464,46450,Port Pirie,0.3199302,Good,Good,0
5470,45120,Northern Areas,1.0000000,Good,Good,0
5471,45120,Northern Areas,1.0000000,Good,Good,0
5472,45120,Northern Areas,1.0000000,Good,Good,0
5473,45120,Northern Areas,1.0000000,Good,Good,0
5480,44830,Mount Remarkable,0.1051248,Good,Good,0
5480,45120,Northern Areas,0.8948752,Good,Good,0
5481,44830,Mount Remarkable,0.9965349,Good,Good,0
5481,45120,Northern Areas,0.0034651,Good,Good,1
5482,44830,Mount Remarkable,1.0000000,Good,Good,0
5483,44830,Mount Remarkable,1.0000000,Good,Good,0
5485,41830,Flinders Ranges,0.0046581,Good,Good,1
5485,44830,Mount Remarkable,0.9953419,Good,Good,0
5490,45120,Northern Areas,1.0000000,Good,Good,0
5491,45120,Northern Areas,1.0000000,Good,Good,0
5493,45540,Peterborough,1.0000000,Good,Good,0
5495,44830,Mount Remarkable,0.9999769,Good,Good,0
5495,46090,Port Augusta,0.0000058,Good,Good,1
5495,46450,Port Pirie,0.0000173,Good,Good,1
5501,48130,Wakefield,0.0129434,Acceptable,Good,0
5501,40150,Adelaide Plains,0.9870566,Good,Good,0
5502,48130,Wakefield,0.0035013,Acceptable,Good,1
5502,40150,Adelaide Plains,0.9766852,Good,Good,0
5502,43650,Light,0.0198135,Poor,Good,0
5510,48130,Wakefield,1.0000000,Acceptable,Good,0
5520,40430,Barunga West,0.0775017,Acceptable,Good,0
5520,48130,Wakefield,0.9224983,Acceptable,Good,0
5521,46450,Port Pirie,1.0000000,Good,Good,0
5522,40430,Barunga West,1.0000000,Acceptable,Good,0
5523,40430,Barunga West,0.0138360,Acceptable,Good,0
5523,45120,Northern Areas,0.0838759,Good,Good,0
5523,46450,Port Pirie,0.9022881,Good,Good,0
5540,44830,Mount Remarkable,0.0058323,Good,Good,1
5540,46450,Port Pirie,0.9941677,Good,Good,0
5550,40430,Barunga West,0.0155995,Acceptable,Good,0
5550,48130,Wakefield,0.9844005,Acceptable,Good,0
5552,40430,Barunga West,0.2968138,Acceptable,Good,0
5552,41560,Copper Coast,0.4380618,Good,Good,0
5552,48830,Yorke Peninsula,0.2651245,Good,Good,0
5554,40430,Barunga West,0.0085524,Acceptable,Good,1
5554,41560,Copper Coast,0.9914476,Good,Good,0
5555,40430,Barunga West,0.8186460,Acceptable,Good,0
5555,48130,Wakefield,0.0897026,Acceptable,Good,0
5555,41560,Copper Coast,0.0273025,Good,Good,0
5555,46450,Port Pirie,0.0643489,Good,Good,0
5556,41560,Copper Coast,1.0000000,Good,Good,0
5558,41560,Copper Coast,0.9793277,Good,Good,0
5558,48830,Yorke Peninsula,0.0206723,Good,Good,0
5560,40430,Barunga West,0.9928430,Acceptable,Good,0
5560,48130,Wakefield,0.0071570,Acceptable,Good,1
5570,48830,Yorke Peninsula,1.0000000,Good,Good,0
5571,48830,Yorke Peninsula,1.0000000,Good,Good,0
5572,48830,Yorke Peninsula,1.0000000,Good,Good,0
5573,48830,Yorke Peninsula,1.0000000,Good,Good,0
5575,48830,Yorke Peninsula,1.0000000,Good,Good,0
5576,48830,Yorke Peninsula,1.0000000,Good,Good,0
5577,48830,Yorke Peninsula,1.0000000,Good,Good,0
5580,48830,Yorke Peninsula,1.0000000,Good,Good,0
5581,48830,Yorke Peninsula,1.0000000,Good,Good,0
5582,48830,Yorke Peninsula,1.0000000,Good,Good,0
5583,48830,Yorke Peninsula,1.0000000,Good,Good,0
5600,48540,Whyalla,0.9999984,Good,Good,0
5600,49399,Unincorporated SA,0.0000016,Poor,Good,1
5601,48540,Whyalla,0.9998891,Good,Good,0
5601,49399,Unincorporated SA,0.0001109,Poor,Good,1
5602,41190,Cleve,0.0430791,Good,Good,0
5602,41960,Franklin Harbour,0.9569209,Good,Good,0
5603,41190,Cleve,1.0000000,Good,Good,0
5604,47910,Tumby Bay,0.9943768,Acceptable,Good,0
5604,41190,Cleve,0.0056232,Good,Good,1
5605,47910,Tumby Bay,1.0000000,Acceptable,Good,0
5606,43710,Lower Eyre Peninsula,0.0034696,Acceptable,Good,1
5606,46300,Port Lincoln,0.9965304,Good,Good,0
5607,41750,Elliston,0.0343787,Acceptable,Good,0
5607,43710,Lower Eyre Peninsula,0.8431988,Acceptable,Good,0
5607,47910,Tumby Bay,0.1224226,Acceptable,Good,0
5608,48540,Whyalla,1.0000000,Good,Good,0
5609,48540,Whyalla,0.9991797,Good,Good,0
5609,49399,Unincorporated SA,0.0008203,Poor,Good,1
5611,49399,Unincorporated SA,1.0000000,Poor,Good,0
5630,43710,Lower Eyre Peninsula,1.0000000,Acceptable,Good,0
5631,43710,Lower Eyre Peninsula,0.9249097,Acceptable,Good,0
5631,47910,Tumby Bay,0.0750903,Acceptable,Good,0
5632,43710,Lower Eyre Peninsula,1.0000000,Acceptable,Good,0
5633,41750,Elliston,0.9553059,Acceptable,Good,0
5633,41190,Cleve,0.0446941,Good,Good,0
5640,41190,Cleve,0.9873680,Good,Good,0
5640,43220,Kimba,0.0126320,Good,Good,0
5641,43220,Kimba,1.0000000,Good,Good,0
5642,41190,Cleve,1.0000000,Good,Good,0
5650,43220,Kimba,0.1437518,Good,Good,0
5650,48640,Wudinna,0.8562482,Good,Good,0
5651,48640,Wudinna,1.0000000,Good,Good,0
5652,48640,Wudinna,1.0000000,Good,Good,0
5653,48640,Wudinna,1.0000000,Good,Good,0
5654,41750,Elliston,0.0340663,Acceptable,Good,0
5654,47490,Streaky Bay,0.0680900,Acceptable,Good,0
5654,48640,Wudinna,0.8978437,Good,Good,0
5655,47490,Streaky Bay,0.9998680,Acceptable,Good,0
5655,49399,Unincorporated SA,0.0001320,Poor,Good,1
5660,47490,Streaky Bay,1.0000000,Acceptable,Good,0
5661,47490,Streaky Bay,0.8734221,Acceptable,Good,0
5661,41010,Ceduna,0.1265779,Poor,Good,0
5670,41750,Elliston,1.0000000,Acceptable,Good,0
5671,41750,Elliston,0.3446393,Acceptable,Good,0
5671,47490,Streaky Bay,0.6553607,Acceptable,Good,0
5680,47490,Streaky Bay,0.8427128,Acceptable,Good,0
5680,41010,Ceduna,0.1572871,Poor,Good,0
5690,41010,Ceduna,0.7922534,Poor,Good,0
5690,44000,Maralinga Tjarutja,0.0243502,Poor,Good,0
5690,49399,Unincorporated SA,0.1833964,Poor,Good,0
5700,44830,Mount Remarkable,0.0002733,Good,Good,1
5700,46090,Port Augusta,0.9993995,Good,Good,0
5700,49399,Unincorporated SA,0.0003272,Poor,Good,1
5701,44830,Mount Remarkable,0.8995226,Good,Good,0
5701,46090,Port Augusta,0.0002809,Good,Good,1
5701,49399,Unincorporated SA,0.1001965,Poor,Good,0
5710,46090,Port Augusta,1.0000000,Good,Good,0
5713,49399,Unincorporated SA,1.0000000,Poor,Good,0
5715,46090,Port Augusta,0.0512809,Good,Good,0
5715,49399,Unincorporated SA,0.9487191,Poor,Good,0
5717,49399,Unincorporated SA,1.0000000,Poor,Good,0
5719,49399,Unincorporated SA,1.0000000,Poor,Good,0
5720,49399,Unincorporated SA,1.0000000,Poor,Good,0
5722,49399,Unincorporated SA,1.0000000,Poor,Good,0
5723,41330,Coober Pedy,0.9154206,Good,Good,0
5723,49399,Unincorporated SA,0.0845794,Poor,Good,0
5724,49399,Unincorporated SA,1.0000000,Poor,Good,0
5725,46970,Roxby Downs,0.9995595,Good,Good,0
5725,49399,Unincorporated SA,0.0004405,Poor,Good,1
5730,49399,Unincorporated SA,1.0000000,Poor,Good,0
5731,49399,Unincorporated SA,1.0000000,Poor,Good,0
5732,49399,Unincorporated SA,1.0000000,Poor,Good,0
5733,49399,Unincorporated SA,1.0000000,Poor,Good,0
5734,49399,Unincorporated SA,1.0000000,Poor,Good,0
5950,48410,West Torrens,1.0000000,Acceptable,Good,0
6000,57080,Perth,0.5119397,Poor,Good,0
6000,58570,Vincent,0.4880603,Poor,Good,0
6003,57080,Perth,0.3765410,Poor,Good,0
6003,58570,Vincent,0.6234590,Poor,Good,0
6004,57080,Perth,0.9786211,Poor,Good,0
6004,58570,Vincent,0.0213789,Poor,Good,0
6005,57080,Perth,0.6121189,Poor,Good,0
6005,58570,Vincent,0.3878811,Poor,Good,0
6006,58570,Vincent,1.0000000,Poor,Good,0
6007,51310,Cambridge,0.5474719,Acceptable,Good,0
6007,58570,Vincent,0.4525281,Poor,Good,0
6008,51310,Cambridge,0.0049886,Acceptable,Good,1
6008,57980,Subiaco,0.9902087,Good,Good,0
6008,56580,Nedlands,0.0048028,Poor,Good,1
6009,56580,Nedlands,0.7451675,Poor,Good,0
6009,57080,Perth,0.2548325,Poor,Good,0
6010,51310,Cambridge,0.0262700,Acceptable,Good,0
6010,52170,Cottesloe,0.0118064,Acceptable,Good,0
6010,51750,Claremont,0.6007807,Poor,Good,0
6010,56580,Nedlands,0.3611429,Poor,Good,0
6011,52170,Cottesloe,0.8285533,Acceptable,Good,0
6011,56930,Peppermint Grove,0.1714467,Poor,Good,0
6012,55740,Mosman Park,1.0000000,Good,Good,0
6014,51310,Cambridge,0.7707897,Acceptable,Good,0
6014,57910,Stirling,0.1192259,Good,Good,0
6014,57980,Subiaco,0.0616625,Good,Good,0
6014,56580,Nedlands,0.0483218,Poor,Good,0
6015,51310,Cambridge,0.9984490,Acceptable,Good,0
6015,57910,Stirling,0.0015510,Good,Good,1
6016,57910,Stirling,0.2441060,Good,Good,0
6016,58570,Vincent,0.7558940,Poor,Good,0
6017,57910,Stirling,0.9992477,Good,Good,0
6017,58570,Vincent,0.0007523,Poor,Good,1
6018,57910,Stirling,1.0000000,Good,Good,0
6019,57910,Stirling,1.0000000,Good,Good,0
6020,54170,Joondalup,0.4561460,Good,Good,0
6020,57910,Stirling,0.5438540,Good,Good,0
6021,57910,Stirling,1.0000000,Good,Good,0
6022,57910,Stirling,1.0000000,Good,Good,0
6023,54170,Joondalup,1.0000000,Good,Good,0
6024,54170,Joondalup,1.0000000,Good,Good,0
6025,54170,Joondalup,1.0000000,Good,Good,0
6026,54170,Joondalup,0.9721918,Good,Good,0
6026,58760,Wanneroo,0.0278082,Good,Good,0
6027,54170,Joondalup,1.0000000,Good,Good,0
6028,54170,Joondalup,1.0000000,Good,Good,0
6029,57910,Stirling,1.0000000,Good,Good,0
6030,58760,Wanneroo,1.0000000,Good,Good,0
6031,58760,Wanneroo,1.0000000,Good,Good,0
6032,58760,Wanneroo,1.0000000,Good,Good,0
6033,58760,Wanneroo,1.0000000,Good,Good,0
6034,58760,Wanneroo,1.0000000,Good,Good,0
6035,58760,Wanneroo,1.0000000,Good,Good,0
6036,58760,Wanneroo,1.0000000,Good,Good,0
6037,58760,Wanneroo,1.0000000,Good,Good,0
6038,58760,Wanneroo,1.0000000,Good,Good,0
6041,53570,Gingin,1.0000000,Good,Good,0
6042,53570,Gingin,1.0000000,Good,Good,0
6043,53570,Gingin,1.0000000,Good,Good,0
6044,52590,Dandaragan,0.0152924,Good,Good,0
6044,53570,Gingin,0.9847076,Good,Good,0
6050,50420,Bayswater,0.0508943,Good,Good,0
6050,57910,Stirling,0.7257659,Good,Good,0
6050,58570,Vincent,0.2233398,Poor,Good,0
6051,50420,Bayswater,1.0000000,Good,Good,0
6052,50420,Bayswater,0.5045585,Good,Good,0
6052,57910,Stirling,0.4954415,Good,Good,0
6053,50420,Bayswater,1.0000000,Good,Good,0
6054,50350,Bassendean,0.7621741,Acceptable,Good,0
6054,58050,Swan,0.2378259,Acceptable,Good,0
6055,58050,Swan,1.0000000,Acceptable,Good,0
6056,56090,Mundaring,0.3394961,Acceptable,Good,0
6056,58050,Swan,0.6603821,Acceptable,Good,0
6056,54200,Kalamunda,0.0001218,Good,Good,1
6057,54200,Kalamunda,1.0000000,Good,Good,0
6058,54200,Kalamunda,1.0000000,Good,Good,0
6059,50420,Bayswater,0.0113705,Good,Good,0
6059,57910,Stirling,0.9886295,Good,Good,0
6060,57910,Stirling,1.0000000,Good,Good,0
6061,57910,Stirling,1.0000000,Good,Good,0
6062,50420,Bayswater,1.0000000,Good,Good,0
6063,58050,Swan,1.0000000,Acceptable,Good,0
6064,58760,Wanneroo,1.0000000,Good,Good,0
6065,58760,Wanneroo,1.0000000,Good,Good,0
6066,58050,Swan,1.0000000,Acceptable,Good,0
6067,58050,Swan,1.0000000,Acceptable,Good,0
6068,58050,Swan,1.0000000,Acceptable,Good,0
6069,58050,Swan,1.0000000,Acceptable,Good,0
6070,56090,Mundaring,1.0000000,Acceptable,Good,0
6071,56090,Mundaring,1.0000000,Acceptable,Good,0
6072,56090,Mundaring,1.0000000,Acceptable,Good,0
6073,56090,Mundaring,1.0000000,Acceptable,Good,0
6074,56090,Mundaring,1.0000000,Acceptable,Good,0
6076,54200,Kalamunda,1.0000000,Good,Good,0
6077,58760,Wanneroo,1.0000000,Good,Good,0
6078,58760,Wanneroo,1.0000000,Good,Good,0
6079,58050,Swan,1.0000000,Acceptable,Good,0
6081,56090,Mundaring,1.0000000,Acceptable,Good,0
6082,56090,Mundaring,1.0000000,Acceptable,Good,0
6083,56090,Mundaring,0.0016162,Acceptable,Good,1
6083,58050,Swan,0.7832914,Acceptable,Good,0
6083,58330,Toodyay,0.2150924,Acceptable,Good,0
6084,58050,Swan,0.6213499,Acceptable,Good,0
6084,51680,Chittering,0.3786501,Poor,Good,0
6090,58050,Swan,1.0000000,Acceptable,Good,0
6100,58510,Victoria Park,1.0000000,Good,Good,0
6101,58510,Victoria Park,1.0000000,Good,Good,0
6102,57840,South Perth,0.0001208,Good,Good,1
6102,58510,Victoria Park,0.2654407,Good,Good,0
6102,51330,Canning,0.7344385,Poor,Good,0
6103,50490,Belmont,1.0000000,Good,Good,0
6104,50490,Belmont,1.0000000,Good,Good,0
6105,58050,Swan,0.0003685,Acceptable,Good,1
6105,50490,Belmont,0.9996315,Good,Good,0
6106,58510,Victoria Park,0.0008299,Good,Good,1
6106,51330,Canning,0.9991701,Poor,Good,0
6107,53780,Gosnells,0.3055352,Acceptable,Good,0
6107,54200,Kalamunda,0.1339318,Good,Good,0
6107,51330,Canning,0.5605330,Poor,Good,0
6108,53780,Gosnells,1.0000000,Acceptable,Good,0
6109,53780,Gosnells,1.0000000,Acceptable,Good,0
6110,53780,Gosnells,1.0000000,Acceptable,Good,0
6111,50210,Armadale,0.9988987,Good,Good,0
6111,54200,Kalamunda,0.0011013,Good,Good,1
6112,50210,Armadale,1.0000000,Good,Good,0
6121,57700,Serpentine-Jarrahdale,1.0000000,Good,Good,0
6122,57700,Serpentine-Jarrahdale,1.0000000,Good,Good,0
6123,57700,Serpentine-Jarrahdale,1.0000000,Good,Good,0
6124,57700,Serpentine-Jarrahdale,1.0000000,Good,Good,0
6125,57700,Serpentine-Jarrahdale,1.0000000,Good,Good,0
6126,56230,Murray,0.2638588,Good,Good,0
6126,57700,Serpentine-Jarrahdale,0.7361412,Good,Good,0
6147,53780,Gosnells,0.3666207,Acceptable,Good,0
6147,51330,Canning,0.6333793,Poor,Good,0
6148,51330,Canning,1.0000000,Poor,Good,0
6149,51820,Cockburn,0.1106629,Acceptable,Good,0
6149,55320,Melville,0.8624791,Good,Good,0
6149,51330,Canning,0.0268579,Poor,Good,0
6150,55320,Melville,1.0000000,Good,Good,0
6151,57840,South Perth,0.9969672,Good,Good,0
6151,58510,Victoria Park,0.0030328,Good,Good,1
6152,57840,South Perth,1.0000000,Good,Good,0
6153,55320,Melville,1.0000000,Good,Good,0
6154,55320,Melville,1.0000000,Good,Good,0
6155,53780,Gosnells,0.4543283,Acceptable,Good,0
6155,51330,Canning,0.5456717,Poor,Good,0
6156,55320,Melville,1.0000000,Good,Good,0
6157,55320,Melville,1.0000000,Good,Good,0
6158,53150,East Fremantle,1.0000000,Good,Good,0
6159,53430,Fremantle,1.0000000,Acceptable,Good,0
6160,53430,Fremantle,1.0000000,Acceptable,Good,0
6161,51820,Cockburn,1.0000000,Acceptable,Good,0
6162,53430,Fremantle,1.0000000,Acceptable,Good,0
6163,51820,Cockburn,0.7114069,Acceptable,Good,0
6163,53430,Fremantle,0.1215341,Acceptable,Good,0
6163,55320,Melville,0.1670590,Good,Good,0
6164,51820,Cockburn,1.0000000,Acceptable,Good,0
6165,54830,Kwinana,1.0000000,Good,Good,0
6166,51820,Cockburn,1.0000000,Acceptable,Good,0
6167,54830,Kwinana,0.9998455,Good,Good,0
6167,57700,Serpentine-Jarrahdale,0.0001545,Good,Good,1
6168,57490,Rockingham,1.0000000,Good,Good,0
6169,57490,Rockingham,1.0000000,Good,Good,0
6170,54830,Kwinana,1.0000000,Good,Good,0
6171,57490,Rockingham,1.0000000,Good,Good,0
6172,57490,Rockingham,1.0000000,Good,Good,0
6173,57490,Rockingham,1.0000000,Good,Good,0
6174,57490,Rockingham,1.0000000,Good,Good,0
6175,57490,Rockingham,1.0000000,Good,Good,0
6176,57490,Rockingham,1.0000000,Good,Good,0
6180,55110,Mandurah,1.0000000,Good,Good,0
6181,56230,Murray,1.0000000,Good,Good,0
6182,57490,Rockingham,1.0000000,Good,Good,0
6207,56230,Murray,1.0000000,Good,Good,0
6208,56230,Murray,1.0000000,Good,Good,0
6209,56230,Murray,1.0000000,Good,Good,0
6210,55110,Mandurah,1.0000000,Good,Good,0
6211,55110,Mandurah,1.0000000,Good,Good,0
6213,56230,Murray,1.0000000,Good,Good,0
6214,56230,Murray,1.0000000,Good,Good,0
6215,58820,Waroona,1.0000000,Good,Good,0
6218,53990,Harvey,1.0000000,Good,Good,0
6219,53990,Harvey,1.0000000,Good,Good,0
6220,53990,Harvey,1.0000000,Good,Good,0
6221,53990,Harvey,1.0000000,Good,Good,0
6223,53990,Harvey,1.0000000,Good,Good,0
6224,53990,Harvey,1.0000000,Good,Good,0
6225,50770,Boyup Brook,0.0075412,Acceptable,Good,1
6225,51890,Collie,0.9610953,Good,Good,0
6225,52870,Donnybrook-Balingup,0.0215258,Good,Good,0
6225,58890,West Arthur,0.0098376,Poor,Good,1
6226,53990,Harvey,1.0000000,Good,Good,0
6227,52660,Dardanup,1.0000000,Good,Good,0
6228,52660,Dardanup,1.0000000,Good,Good,0
6229,52660,Dardanup,0.8378783,Good,Good,0
6229,51190,Bunbury,0.1621217,Poor,Good,0
6230,51190,Bunbury,0.7315987,Poor,Good,0
6230,51400,Capel,0.2684013,Poor,Good,0
6232,52660,Dardanup,1.0000000,Good,Good,0
6233,53990,Harvey,1.0000000,Good,Good,0
6236,52660,Dardanup,1.0000000,Good,Good,0
6237,51400,Capel,1.0000000,Poor,Good,0
6239,52870,Donnybrook-Balingup,1.0000000,Good,Good,0
6240,52870,Donnybrook-Balingup,1.0000000,Good,Good,0
6243,50770,Boyup Brook,0.8375861,Acceptable,Good,0
6243,52870,Donnybrook-Balingup,0.1624139,Good,Good,0
6244,50770,Boyup Brook,0.9802288,Acceptable,Good,0
6244,58890,West Arthur,0.0197712,Poor,Good,0
6251,52870,Donnybrook-Balingup,1.0000000,Good,Good,0
6252,52870,Donnybrook-Balingup,1.0000000,Good,Good,0
6253,52870,Donnybrook-Balingup,1.0000000,Good,Good,0
6254,50840,Bridgetown-Greenbushes,1.0000000,Good,Good,0
